Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
30780283,White Tears,Hari Kunzru,"Kunzru, Hari",,"=""0451493699""","=""9780451493699""",0,Knopf,Hardcover,271,2017,2017,,2026/04/15,to-read,to-read (#359),to-read,,,,0,0
196845471,Blue Ruin,Hari Kunzru,"Kunzru, Hari",,"=""0593801377""","=""9780593801376""",0,Knopf,Hardcover,272,2024,2024,,2024/12/21,currently-reading,currently-reading (#3),currently-reading,,,,1,0
214986234,The Expert of Subtle Revisions,Kirsten Menger-Anderson,"Menger-Anderson, Kirsten",,"=""0593798309""","=""9780593798300""",3,Crown,Hardcover,256,2025,2025,2026/04/13,2025/12/01,,,read,"i like the vibes. reminds me of Piranesi even though it's totally different. i don't mind the lack of explanation of the ""rules"" of the world since there're so many texts that get lost in the sauce (tenet, edge of tomorrow). once the plot really gets going in the last third, i think it goes a little too quickly and the characters get lost. everyone is kind of aloof and i wish there was more to connect to because the ending does not hit hard at all. the story makes sense and stuff but it's surprisingly boring for its concept.",,,1,0
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte  Gordon,"=""0143131842""","=""9780143131847""",4,Penguin Publishing Group,Paperback,260,2018,1818,2026/02/12,2025/12/25,,,read,i think it's very good. although if i was forced to read it in high school or something i would've hated it. i also think unfortunately that this could radicalize a certain subset of young males who misinterpret the text.,,,1,0
17571466,The Troop,Nick Cutter,"Cutter, Nick",,"=""1476717710""","=""9781476717715""",0,Gallery Books,Hardcover,358,2014,2014,,2026/04/09,to-read,to-read (#358),to-read,,,,0,0
236115798,Spoiled Milk,Avery Curran,"Curran, Avery",,"=""0385551592""","=""9780385551595""",0,Doubleday,Hardcover,322,2026,2026,,2026/03/28,to-read,to-read (#357),to-read,,,,0,0
205978602,The Ways of Paradise,Peter Cornell,"Cornell, Peter",Saskia Vogel,"=""1804271063""","=""9781804271063""",0,Fitzcarraldo Editions,Paperback,152,2025,1999,2026/03/13,2025/12/01,,,read,,,,1,0
59973,Daredevil: The Man Without Fear,Frank Miller,"Miller, Frank",,"=""0785100466""","=""9780785100461""",0,Marvel Comics,Paperback,160,2003,1993,,2025/12/08,did-not-finish,did-not-finish (#19),did-not-finish,,,,1,0
18693763,Everything I Never Told You,Celeste Ng,"Ng, Celeste",,"=""159420571X""","=""9781594205712""",0,Penguin Press,Hardcover,297,2014,2014,,2024/05/13,did-not-finish,did-not-finish (#12),did-not-finish,,,,1,0
18966819,"Golden Son (Red Rising Saga, #2)",Pierce Brown,"Brown, Pierce",,"=""0345539826""","=""9780345539823""",0,Del Rey,ebook,466,2015,2015,,2025/06/17,did-not-finish,did-not-finish (#16),did-not-finish,"I've decided I want to enjoy the things I read, and not suffer through them. The more I think about the first book, the more I have issues with people's claim that it's an ""adult"" series. The aspects that supposedly make the series more dark and mature, like sexual violence, wartime brutality, and slavery, actually reveal its lack of maturity.<br/><br/>Rape is presented for shock value, then quickly turned into a strategic tool when Darrow uses it to gain Tactus’ loyalty. Yes I was shocked when it was revealed that Tactus was raping women. And I was more shocked when Darrow became friends with the rapist (after punishing him, of course). A protagonist who weaponizes trauma for his goals isn’t someone I feel compelled to root for. The sexual assaults are just used as plot devices with no follow-up other than saying ""people do bad things in wartime"". There was also a weird thing in the first book where Darrow sees a Pink being mistreated and frees her from sexual captivity, which also feels hollow. It's really just there to make us root for Darrow.<br/><br/>The series sets up a vast world that could be very interesting and nuanced, yet the implementation is so underbaked. The structure of the caste system could be a great opportunity to interrogate the society and the characters within, yet nobody ever meaningfully critiques it. Golds, who are the oppressors, never question their privilege, and they are never prompted to question it by others, either. All the central characters are Golds, so why should we care? The system remains unchallenged, and Darrow himself seems unconcerned at times.<br/><br/>The pieces are all there, but it's just not working. It's like if Remy only ate the strawberry and the cheese separately, and never tried them together.",,,1,0
41881472,"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Morgan Housel,"Housel, Morgan",,"=""""","=""""",0,Harriman House,Paperback,242,2020,2020,,2024/04/23,did-not-finish,did-not-finish (#14),did-not-finish,,,,1,0
10073506,"Tinker, Tailor, Soldier, Spy (George Smiley, #5; Karla Trilogy, #1)",John le Carré,"Carré, John le",,"=""""","=""""",0,Penguin Books,Paperback,381,2011,1974,,2023/12/21,did-not-finish,did-not-finish (#9),did-not-finish,it’s too british for me!! literally incomprehensible,,,0,0
53773242,What Strange Paradise,Omar El Akkad,"Akkad, Omar El",,"=""0525657908""","=""9780525657903""",0,Knopf,Hardcover,256,2021,2021,,2024/04/22,did-not-finish,did-not-finish (#13),did-not-finish,,,,1,0
57281746,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,William Morrow,Kindle Edition,400,2009,1996,,2022/04/12,did-not-finish,did-not-finish (#6),did-not-finish,,,,0,0
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""""","=""""",0,Spiegel & Grau,Hardcover,152,2015,2015,,2023/11/03,did-not-finish,did-not-finish (#10),did-not-finish,,,,0,0
57933306,Stolen Focus: Why You Can't Pay Attention— and How to Think Deeply Again,Johann Hari,"Hari, Johann",,"=""0593138511""","=""9780593138519""",0,Crown,Hardcover,357,2022,2022,,2022/06/23,did-not-finish,did-not-finish (#8),did-not-finish,,,,0,0
3828902,Thinking In Systems: A Primer,Donella H. Meadows,"Meadows, Donella H.",Diana Wright,"=""1603580557""","=""9781603580557""",0,Chelsea Green Publishing,Paperback,218,2008,2008,,2021/04/06,did-not-finish,did-not-finish (#15),did-not-finish,,,,1,0
54976986,Great Circle,Maggie Shipstead,"Shipstead, Maggie",,"=""""","=""""",0,Knopf,Hardcover,608,2021,2021,,2022/01/16,did-not-finish,did-not-finish (#4),did-not-finish,,,,0,0
54335204,Clarity & Connection,Yung Pueblo,"Pueblo, Yung",,"=""1524860484""","=""9781524860486""",0,Andrews McMeel Publishing,Paperback,256,2021,2019,,2022/02/13,did-not-finish,did-not-finish (#5),did-not-finish,,,,0,0
30186948,Think and Grow Rich,Napoleon Hill,"Hill, Napoleon","Bill Hartley, Ann Hartley, Ben Holden-Crowther, Muhammad Ghous Siddiqui","=""""","=""""",0,,Paperback,233,2016,1937,,2021/03/29,did-not-finish,did-not-finish (#3),did-not-finish,,,,0,0
26046333,Designing Your Life: Build a Life that Works for You,Bill Burnett,"Burnett, Bill",Dave      Evans,"=""1784740241""","=""9781784740245""",0,Chatto & Windus,Paperback,240,2013,2016,,2021/01/17,did-not-finish,did-not-finish (#17),did-not-finish,,,,1,0
3109,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,"Pollan, Michael",,"=""1594200823""","=""9781594200823""",0,The Penguin Press,Hardcover,450,2006,2006,,2020/07/14,did-not-finish,did-not-finish (#1),did-not-finish,,,,0,0
31170723,Behave: The Biology of Humans at Our Best and Worst,Robert M. Sapolsky,"Sapolsky, Robert M.",,"=""1594205078""","=""9781594205071""",0,Penguin Press,Hardcover,790,2017,2017,,2020/11/27,did-not-finish,did-not-finish (#2),did-not-finish,,,,0,0
49398072,When No One Is Watching,Alyssa Cole,"Cole, Alyssa",,"=""0062982656""","=""9780062982650""",0,William Morrow Paperbacks,Paperback,352,2020,2020,,2020/08/10,did-not-finish,did-not-finish (#11),did-not-finish,life is too short to finish this bitter book with too many eye-roll-worthy similes<br/><br/>i listened to 10% of it,,,1,0
883438,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0140186395""","=""9780140186390""",0,Penguin Classics,Paperback,602,1992,1952,,2019/07/29,did-not-finish,did-not-finish (#7),did-not-finish,,,,0,0
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,Faber & Faber,Paperback,258,2005,1989,,2019/07/29,did-not-finish,did-not-finish (#18),did-not-finish,,,,1,0
238839217,８番出口,Genki Kawamura,"Kawamura, Genki",川村元気,"=""4910576045""","=""9784910576046""",0,水鈴社,Paperback,176,2025,2025,,2026/02/25,currently-reading,currently-reading (#2),currently-reading,,,,1,0
51957928,５分後に意外な結末 ③白い恐怖 (Japanese Edition),Gakken Education,"Education, Gakken",,"=""4052038975""","=""9784052038976""",0,学研プラス,Kindle Edition,165,2013,2013,,2026/02/18,currently-reading,currently-reading (#1),currently-reading,,,,1,0
423092,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Stephen Raw","=""0618002227""","=""9780618002221""",3,Mariner Books,Paperback,407,1994,1954,2020/06/14,2019/07/29,,,read,"June 2020 review: <br/>you need a good mental compass to navigate all the places they go. or consult the maps.<br/><br/>January 2026 review: <br/>Before revisiting Fellowship of the Ring, I thought that much like rewatching the movies, I would come to realize that these books are perfect masterpieces that only get better with each read. And while I did enjoy this first volume more this time, I still agree with my last review; the story is windy and often confusing, both in the actual journey of the fellowship and the worldbuilding. The depth of middle-earth's lore is a double-edged sword. The world feels very lived-in with great history and culture, but the specificity of place-names and lineages is overwhelming and often not necessary outside of an appendix or glossary. <br/><br/>Since reading the books for the first time in 2020, I've rewatched the films multiple times, watched two seasons of The Rings of Power, skimmed the Silmarillion, and read lots and lots of neat tidbits and whatever of lore. And I think it greatly contributed to my increased enjoyment when reading passages where before I might've glossed over them. I know who the Númenóreans are now. And Elendil and Celebrimor and others. In my mind-movie Elrond and Galadriel switch back and forth between their original and younger actors. <br/><br/>I feel like I'll get banned from Goodreads if I declare that I think the movies are better than the books, but I'll just say that there's a lot of things that the movies did that improves the clarity of The Lord of the Rings, both with the themes and the actual story.",,,2,1
119073,The Name of the Rose,Umberto Eco,"Eco, Umberto",William Weaver,"=""0156001314""","=""9780156001311""",0,Houghton Mifflin Harcourt,Paperback,552,1994,1980,,2026/02/03,to-read,to-read (#356),to-read,,,,0,0
125084292,"A City on Mars: Can We Settle Space, Should We Settle Space, and Have We Really Thought This Through?",Kelly Weinersmith,"Weinersmith, Kelly",Zach Weinersmith,"=""1984881736""","=""9781984881731""",0,Penguin Press,Kindle Edition,448,2023,2023,,2026/01/11,to-read,to-read (#355),to-read,,,,0,0
60840449,The Haar,David Sodergren,"Sodergren, David",,"=""""","=""""",0,Paperbacks and Pugs,Kindle Edition,206,2022,2022,,2026/01/10,to-read,to-read (#354),to-read,,,,0,0
220505376,"The Shining (The Shining, #1)",Stephen  King,"King, Stephen",,"=""""","=""""",5,Anchor,Kindle Edition,673,2024,1977,2025/12/28,2019/07/29,bookshelf-wishlist,bookshelf-wishlist (#15),read,"When you’re rereading a book and it’s just as good as you remember…<br/><br/>These characters are so good and their strengths and weaknesses are paired and utilized so effectively to increase the emotional tension, mistrust, anger, love, whatever. King’s writing is so punchy and when I read the dialogue I can really picture the characters or an actor preforming those lines. It makes an enjoyable movie in my brain.<br/><br/>My only real complaint is mostly a Stephen King complaint where there’s just too much weird ramblings and side info that sometimes seems like a obtuse advertisement for an airline that hasn’t existed in 40 years, but it kind of adds to the schizophrenia of Jack’s character. But adding a whole backstory for a Zippo lighter as if it’s relevant to know is kind of distracting to the action. <br/><br/>In my memory, this book was basically the same as the movie except with more detail, more party weirdness, more dogman, and the climax was a snowmobile chase. Of course the climax is very different and way better than that and even more cinematic than the movie. Probably my favorite horror novel and a perfect cozy warm book for winter. <br/><br/>Ghost stories can be scary but they’re much more frightening when they turn someone you love and trust into something terrifying. And those newfound horrors are not actually new at all but fringe feelings that have been simmering for years and passed down from father to son to son to son.",,,1,0
40277241,Brief Answers to the Big Questions,Stephen W. Hawking,"Hawking, Stephen W.",,"=""1984819194""","=""9781984819192""",0,Bantam,Hardcover,256,2018,2018,2025/12/11,2025/12/08,,,read,"The sun sets as I sip a few<br/>The sky turns a different hue farther from the color blue<br/>The nighttime has arrived, I recline for the evening<br/>I'm hawkin' down the next goal, the name's ain't Stephen<br/>I started in a nightmare so pinch me, I'm dreamin'<br/>I'm killin' off my demons 'cause my soul's worth redeemin'<br/><br/>why would denzel put a stephen hawking line in a song called WALKIN that’s kind of foul",,,1,0
25898216,Stamped from the Beginning: The Definitive History of Racist Ideas in America,Ibram X. Kendi,"Kendi, Ibram X.",,"=""1568584636""","=""9781568584638""",0,Bold Type Books,Hardcover,592,2016,2016,2025/12/05,2021/01/20,,,read,"My main takeaway through the book was that everyone, whether they are segregationists, assimilationists, or anti-racists, are lying hypocrites who are almost always looking out for themselves. And then in the epilogue Kendi says that the only effective way to end discrimination is to make powerful people believe that ending discrimination is in their own self interest; so maybe my reading comprehension skills have not fully rotted away just yet.<br/><br/>As someone who went through the public school system in a conservative area, it's kind of eye-opening to see how much assimilationist rhetoric I was taught. I also remember that in elementary school we were taught that the civil war was fought over the right to own slaves and then by middle school we learned it was <i>actually</i> about states' rights and slavery was just a little part of what states should be able to control. And then in high school we started to develop brains that could actually form their own opinions and we woke up.<br/><br/>I think that the book's organization and pacing is done well and although it's focused on race, Kendi knows that writing a compendium on racist ideas must address gender, sexuality, ethnicity, etc. Kendi's conclusion is a little depressing and could be interpreted as cynical, but it's also actionable and not devoid of hope.",,Listened to an audiobook version.,1,0
7790524,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",John E. Woods,"=""0141041153""","=""9780141041155""",3,Penguin Books,Paperback,263,2010,1985,2025/12/04,2024/11/10,,,read,i like how weird it is but there's no conflict. isn't there supposed to be conflict? the volcano section was unexpected but i think it was my favorite part.,,,1,0
53215250,The Dangers of Smoking in Bed,Mariana Enriquez,"Enriquez, Mariana",Megan McDowell,"=""0593134079""","=""9780593134078""",0,Hogarth,Hardcover,208,2021,2009,,2025/12/01,to-read,to-read (#353),to-read,,,,0,0
472331,Watchmen,Alan             Moore,"Moore, Alan","Dave Gibbons, John    Higgins","=""0930289234""","=""9780930289232""",5,DC Comics,Paperback,416,2005,1987,2021/08/08,2021/07/19,bookshelf-wishlist,bookshelf-wishlist (#7),read,"original review Aug 8, 2021<br/>it’s too deep i can’t comprehend<br/><br/>edit Nov 28, 2025:<br/>I get it now.",,,2,0
23289,The Dead,James Joyce,"Joyce, James",,"=""""","=""9780974960906""",0,Melville House Publishing,Paperback,100,2011,1914,,2025/11/26,to-read,to-read (#352),to-read,,,,0,0
77142,Snow Falling on Cedars,David Guterson,"Guterson, David",,"=""067976402X""","=""9780679764021""",0,Vintage,Paperback,460,1995,1994,,2025/11/26,to-read,to-read (#351),to-read,,,,0,0
61358638,"Poverty, by America",Matthew Desmond,"Desmond, Matthew",,"=""0593239911""","=""9780593239919""",0,Crown,Hardcover,284,2023,2023,,2025/11/12,to-read,to-read (#350),to-read,,,,0,0
8889448,Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",0,Vintage,ebook,349,2010,1985,2025/11/05,2025/08/18,,,read,"All I know is that I have to reread this. Because I was so distracted by the incredible writing that I had a hard time following the story or the themes. He'll drop the most beautiful and then the most hellish sentence back to back. Some of my (many) favorite passages:<br/><br/><blockquote>You can find meanness in the least of creatures, but when God made man the devil was at his elbow. A creature that can do anything. Make a machine. And a machine to make the machine. And evil that can run itself a thousand years, no need to tend it. You believe that?<br/>I dont know.<br/>Believe that.<br/></blockquote><br/><br/><blockquote>The sun was just down and to the west lay reefs of bloodred clouds up out of which rose little desert nighthawks like fugitives from some great fire at the earth's end.</blockquote><br/><br/><blockquote>Hell aint half full. Hear me. Ye carry war of a madman's making onto a foreign land.</blockquote><br/><br/><blockquote>The shadows of the smallest stones lay like pencil lines across the sand and the shapes of the men and their mounts advanced elongate before them like strands of the night from which they'd ridden, like tentacles to bind them to the darkness yet to come.</blockquote><br/><br/><blockquote>The jagged mountains were pure blue in the dawn and everywhere birds twittered and the sun when it rose caught the moon in the west so that they lay opposed to each other across the earth, the sun whitehot and the moon a pale replica, as if they were the ends of a common bore beyond whose terminals burned worlds past all reckoning.</blockquote><br/><br/><blockquote>Under a gibbous moon horse and rider spanceled to their shadows on the snowblue ground and in each flare of lightning as the storm advanced those selfsame forms rearing with a terrible redundancy behind them like some third aspect of their presence hammered out black and wild upon the naked grounds. They rode on. They rode like men invested with a purpose whose origins were antecedent to them, like blood legatees of an order both imperative and remote. For although each man among them was discrete unto himself, conjoined they made a thing that had not been before and in the communal soul were wastes hardly reckonable more than those whited regions on old maps where monsters do live and where there is nothing other of the known world save conjectural winds.</blockquote><br/><br/><blockquote>Spectre horsemen, pale with dust, anonymous in the crenellated heat.</blockquote><br/><br/><blockquote>Under the hooves of the horses the alabaster sand shaped itself in whorls strangely symmetric like iron filings in a field and these shapes flared and drew back again, resonating upon the harmonic ground and then turning to swirl away over the playa. As if the very sediment of things contained yet some residue of sentience. As if in the transit of those riders were a thing so profoundly terrible as to register even to the uttermost granulation of reality.</blockquote><br/><br/><blockquote>I wonder if there's other worlds like this, he said. Or if this is the only one.</blockquote><br/><br/><blockquote>Men's memories are uncertain and the past that was differs little from the past that was not.</blockquote><br/><br/><blockquote>The truth about the world, he said, is that anything is possible. Had you not seen it all from birth and thereby bled it of its strangeness it would appear to you for what it is, a hat trick in a medicine show, a fevered dream, a trance bepopulate with chimeras having neither analogue nor precedent, an itinerant carnival, a migratory tentshow whose ultimate destination after many a pitch in many a mudded field is unspeakable and calamitous beyond reckoning.<br/>The universe is no narrow thing and the order within it is not constrained by any latitude in its conception to repeat what exists in one part in any other part. Even in this world more things exist without our knowledge than with it and the order in creation which you see is that which you have put there, like a string in a maze, so that you shall not lose your way. For existence has its own order and that no man's mind can compass, that mind itself being but a fact among others.</blockquote>",,,1,0
19776547,Essentialism: The Disciplined Pursuit of Less,Greg McKeown,"McKeown, Greg",,"=""0804137390""","=""9780804137393""",0,Crown Currency,Kindle Edition,290,2014,2011,,2025/10/16,to-read,to-read (#349),to-read,,,,0,0
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",0,New York Review Books,Paperback,292,2006,1965,,2025/10/07,to-read,to-read (#348),to-read,,,,0,0
22328,Neuromancer (Sprawl #1),William Gibson,"Gibson, William",,"=""""","=""""",0,Ace Books,Mass Market Paperback,271,1985,1984,,2020/06/18,to-read,to-read (#45),to-read,,,,0,0
43465812,The Book of X,Sarah Rose Etter,"Etter, Sarah Rose",,"=""1937512819""","=""9781937512811""",0,Two Dollar Radio,Paperback,284,2019,2019,,2025/10/03,to-read,to-read (#347),to-read,,,,0,0
341631,"After the Ecstasy, the Laundry: How the Heart Grows Wise on the Spiritual Path",Jack Kornfield,"Kornfield, Jack",,"=""0553378295""","=""9780553378290""",4,Bantam,Paperback,336,2001,2000,2025/09/25,2025/09/15,,,read,I love the soft humor that’s interwoven throughout the book.,,,1,0
177148776,It Lasts Forever and Then It's Over,Anne de Marcken,"Marcken, Anne de",,"=""0811237850""","=""9780811237857""",0,New Directions,Paperback,128,2024,2024,,2025/09/21,to-read,to-read (#346),to-read,,,,0,0
198493735,The Last of His Kind: Clayton Kershaw and the Burden of Greatness,Andy McCullough,"McCullough, Andy",,"=""0306832593""","=""9780306832598""",0,Grand Central Publishing,Hardcover,400,2024,,,2025/09/18,to-read,to-read (#345),to-read,,,,0,0
195790716,"Red Dead's History: A Video Game, an Obsession, and America's Violent Past",Tore C. Olsson,"Olsson, Tore C.",,"=""1250287707""","=""9781250287700""",0,St. Martin's Press,Hardcover,288,2024,2024,,2025/09/18,to-read,to-read (#344),to-read,,,,0,0
215060349,Better Living Through Algorithms,Naomi Kritzer,"Kritzer, Naomi",,"=""""","=""""",0,Clarkesworld,ebook,13,2024,,,2025/09/15,to-read,to-read (#343),to-read,,,,0,0
127278133,Glorious Exploits,Ferdia  Lennon,"Lennon, Ferdia",,"=""1250893690""","=""9781250893697""",0,Henry Holt and Co.,Hardcover,304,2024,2024,,2025/09/13,to-read,to-read (#342),to-read,,,,0,0
54785515,Four Thousand Weeks: Time Management for Mortals,Oliver Burkeman,"Burkeman, Oliver",,"=""0374159122""","=""9780374159122""",4,"Farrar, Straus and Giroux",Hardcover,245,2021,2021,2025/09/11,2024/06/20,,,read,Yeah my bad I took 3 months to read this but I will be reading this again. It's actually interesting and has great references and makes me wanna look into it more. And the afterword is really funny and poignant because it answered the question I had throughout the whole book. Thanks.,,,1,0
2429135,"The Girl With the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",2,Viking Canada,Hardcover,480,2008,2005,2025/09/11,2025/08/28,,,read,"It's very atmospheric. The main characters are not interesting. The interesting characters don't do anything. Also you can't say ""this isn't a possibility we'll rule it out"" and then have that impossibility become the solution if you know what I mean.",,,1,0
39945240,The Prophet (A Penguin Classics Hardcover),Kahlil Gibran,"Gibran, Kahlil",Rupi Kaur,"=""0143133586""","=""9780143133582""",2,Penguin Classics,Hardcover,128,2019,1923,2025/09/10,2021/01/15,,,read,I thought I might fall for it but the words felt empty.,,,1,0
218671839,"Strange Houses (Strange Houses, #1)",Uketsu,"Uketsu, Uketsu",Jim Rion,"=""006343315X""","=""9780063433151""",0,HarperVia,Paperback,203,2025,2021,,2025/09/07,to-read,to-read (#341),to-read,,,,0,0
53972214,When We Cease to Understand the World,Benjamín Labatut,"Labatut, Benjamín",Adrian Nathan West,"=""1782276122""","=""9781782276128""",0,Pushkin Press,Hardcover,192,2020,2020,,2025/09/04,to-read,to-read (#340),to-read,,,,0,0
68428,"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",3,Tor Books,Hardcover,541,2006,2006,2025/08/17,2025/07/19,,,read,"It's pretty okay. All the characters are meh, but I liked the action parts. The final 10 percent or so were exciting and I liked the twists and turns. I thought the political intrigue stuff was super boring when it could've been the most interesting aspect.",,,1,0
43612456,True Grit,Charles Portis,"Portis, Charles",,"=""""","=""""",3,The Overlook Press,Kindle Edition,228,2010,1968,2025/08/16,2025/07/19,,,read,A great narrator who never flinches. Deadpan prose that is intentionally unintentionally funny. 3.5 out of 5,,,1,0
217388147,The Hounding,Xenobe Purvis,"Purvis, Xenobe",,"=""1250366380""","=""9781250366382""",0,Henry Holt and Co.,Hardcover,240,2025,2025,,2025/08/10,to-read,to-read (#339),to-read,,,,0,0
217388187,How to Dodge a Cannonball,Dennard Dayle,"Dayle, Dennard",,"=""1250345677""","=""9781250345677""",0,Henry Holt and Co.,Hardcover,326,2025,2025,,2025/08/10,to-read,to-read (#338),to-read,,,,0,0
220160272,The Slip,Lucas Schaefer,"Schaefer, Lucas",,"=""1668030705""","=""9781668030707""",0,Simon & Schuster,Hardcover,496,2025,2025,,2025/08/10,to-read,to-read (#337),to-read,,,,0,0
18916453,Radically Condensed Instructions for Being Just as You Are,J. Jennifer Matthews,"Matthews, J. Jennifer",,"=""""","=""""",0,,Kindle Edition,73,2011,2011,,2025/08/01,to-read,to-read (#336),to-read,,,,0,0
17645,The Penelopiad,Margaret Atwood,"Atwood, Margaret",,"=""1841957178""","=""9781841957173""",4,Canongate U.S.,Hardcover,198,2005,2005,2025/08/01,2025/06/26,,,read,"It's less of a fleshed out story and more like a curated selection of ideas. I really like it. Anyone who reads The Odyssey will inevitably think ""what is wrong with this guy"" and Atwood both humanizes and interrogates Odysseus so we understand why Penelope remains faithful to him and also puts up with him. My favorite aspect is that the story is told by Penelope in the 21st century from Asphodel, and the bits of poetry are really haunting. It's a book you can read in one sitting, but adds a lot to the original text.",,,1,0
213870084,"One Day, Everyone Will Have Always Been Against This",Omar El Akkad,"Akkad, Omar El",,"=""0593804147""","=""9780593804148""",0,Knopf,Hardcover,208,2025,2025,,2025/07/31,to-read,to-read (#335),to-read,,,,0,0
32277642,The King in Yellow,Robert W. Chambers,"Chambers, Robert W.",,"=""153905344X""","=""9781539053446""",4,Createspace Independent Publishing Platform,Paperback,224,2016,1895,2025/07/28,2025/06/25,,,read,"I agree with the other reviews that say that the first 4 stories are the best. The concept of a play that makes people insane is really cool and the old-style of writing makes everything seem more haunting. Of the stories that are not of the first four, I like <i>The Demoiselle D'ys</i> the best. And then the last several stories are about American art students living in Paris, which I guess are not that popular from the reviews I read, but I find them similarly compelling in that they explore infatuation and obsession and madness without the catalyst being an otherworldly play. It is a large tonal shift, but I can see why these stories were put together.",,,1,0
208840291,The Serviceberry: Abundance and Reciprocity in the Natural World,Robin Wall Kimmerer,"Kimmerer, Robin Wall",John Burgoyne,"=""1668072246""","=""9781668072240""",0,Scribner,Hardcover,112,2024,2024,,2025/07/24,to-read,to-read (#334),to-read,,,,0,0
33917107,On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,"Snyder, Timothy",,"=""0804190119""","=""9780804190114""",0,Tim Duggan Books,Paperback,127,2017,2017,,2025/07/24,to-read,to-read (#333),to-read,,,,0,0
457228,Butcher's Crossing,John  Williams,"Williams, John",Michelle Latiolais,"=""1590171985""","=""9781590171981""",0,New York Review Books,Paperback,274,2007,1960,,2025/07/19,to-read,to-read (#332),to-read,,,,0,0
34068470,The Odyssey,Homer,"Homer, Homer",Emily Wilson,"=""0393089053""","=""9780393089059""",0,W. W. Norton & Company,Hardcover,582,2017,-800,2025/07/19,2024/12/24,,,read,"So I've never read any other translation of The Odyssey, and I didn't know the story, but this poem was way less of a slog than I thought it would be. Emily Wilson's translation is great and so easy to read. <br/><br/>Odysseus is such a duplicitous (triplicitous? quadplicitous?) man. The whole story is brutality dressed up as nobility. <br/><br/>If I could give any note to Homer, it would be to not put the most exciting bits into dialogue from Odysseus...although now that I'm thinking about it, maybe him telling tales of a cyclops eating all his men is a LIE. Maybe he just makes up stories to everyone he meets to seem more heroic and to get back home.",,,1,0
338798,Ulysses,James Joyce,"Joyce, James","Morris L. Ernst, John M. Woolsey","=""""","=""""",0,Vintage,Paperback,783,1990,1922,,2025/06/26,to-read,to-read (#331),to-read,,,,0,0
60811826,I Who Have Never Known Men,Jacqueline Harpman,"Harpman, Jacqueline","Ros Schwartz, Sophie Mackintosh","=""1945492600""","=""9781945492600""",0,Transit Books,Paperback,173,2022,1995,,2025/06/22,to-read,to-read (#330),to-read,,,,0,0
199635125,Rejection,Tony Tulathimutte,"Tulathimutte, Tony",,"=""0063337878""","=""9780063337879""",4,William Morrow,Hardcover,272,2024,2024,2025/06/16,2024/12/21,,,read,"I can't believe what I'm reading!!! I've never been subjected to anything like this in my life. I really liked the first several stories, but once it grows self-aware, it eventually grows tiresome. But you can't say it doesn't go 110% every opportunity it has.",,,1,0
53180064,A Certain Hunger,Chelsea G. Summers,"Summers, Chelsea G.",,"=""""","=""""",5,Unnamed Press,Hardcover,240,2020,2019,2025/06/15,2020/08/10,bookshelf-wishlist,bookshelf-wishlist (#21),read,"I love how the title is so ambiguous. After the first chapter, you realize that “hunger” could be referring to just about anything.<br/><br/>It’s funny because you could open the book to a random page and think it’s a nonfiction about nutrition or cooking or agriculture. The main character is so well written; equal parts despicable and hilarious. She's able to read people so well and yet is so unempathetic.<br/><br/>The structure is great. Non-linear storytelling that pays off with a really surprisingly emotional penultimate chapter that really sums up Dorothy's motivations and thought processes.",,,1,0
40163119,Say Nothing: A True Story of Murder and Memory in Northern Ireland,Patrick Radden Keefe,"Keefe, Patrick Radden",,"=""0385521316""","=""9780385521314""",5,Doubleday,Hardcover,441,2019,2018,2021/07/18,2020/11/06,"bookshelf-wishlist, favorite","bookshelf-wishlist (#8), favorite (#6)",read,maybe the best nonfiction book i have ever read. v good with crazy stories about a conflict i can’t believe i never knew existed.<br/><br/>i thought this was going to be a true crime story but it quickly unfolded into a complete narrative nonfiction story about the IRA.,,,1,0
